dafbin meanz meanstat nmuts
1 0.5331013616610965 -1.0329757559853487 69.578
2 0.46636378830403347 -0.7722420842625973 31.521
3 0.3024115673622869 -0.5642460698846399 10.472
4 0.1701701499294128 -0.40393892122148484 4.639790575916231
5 -0.036462164282020315 -0.3105310637216775 3.1854493580599144
6 -0.10036161778650678 -0.1587158992911359 3.213270142180095
7 -0.050264656450085314 0.05760549264447734 3.719402985074627
8 -0.26049051380044297 0.17527700038801947 3.943502824858757
9 -0.47106593727835216 0.3235251622601661 4.77122641509434
10 -0.532912539069227 0.5310151379160046 4.983870967741935
