dafbin meanz meanstat nmuts
1 3.6135243874475664 1.1867788101197538 12.308314087759815
2 2.9145663838794253 0.6221313253827574 6.137254901960785
3 1.6689702336296104 0.12353925428628108 6.401785714285714
4 0.5495888065657709 -0.22344042632115216 5.2075471698113205
5 -0.19392351975395444 -0.38274160474726604 8.904761904761905
6 -1.3822426190842931 -0.7251288937610906 9.513513513513514
7 -2.1194380345766697 -0.8428421325203269 6.116279069767442
8 -3.1139839366245994 -1.0759461902148226 7.662790697674419
9 -4.63016837800553 -1.6233672053164834 8.617424242424242
10 -4.90265441475516 -1.9205799084386763 20.137316561844862
